address,name,location,liked_food_from_review,latitude,longitude,rank
"1126, 23rd Main, 11th cross, Near Bank Of Baroda 1st sector, HSR, Bangalore",Ammi's Biryani,HSR,"['kabab', 'tomato curry', 'roll', 'phirni', 'spectrum', 'tea', 'kebab', 'tuna', 'salad', 'egg', 'paneer', 'chicken', 'raita', 'pickle', 'rice', 'veg rice', 'paneer kalimirch', 'sweet', 'curd', 'veggie', 'rabadi', 'veg', 'bun']",12.9116225,77.6388622,451.0
"25, 9th Cross, 34th Main, ITI Layout, 1st Phase, JP Nagar, Bangalore",Prasiddhi Food Corner,JP Nagar,"['chow chow bath', 'wheat roti', 'puri', 'chow chow', 'roti', 'pani puri', 'babycorn manchurian', 'chili paneer', 'paneer', 'idli', 'rice', 'set dose', 'gajar ka halwa', '3 idli', 'whole wheat roti', 'halwa', 'dahi', 'poori', 'veg', 'dahi puri']",12.9120761,77.57939318031076,452.0
"5th Main, Sector 7, HSR, Bangalore",Shanmukha,HSR,"['jamun', 'butter naan', 'dal', 'tea', 'veg special', 'special veg', 'guntur chicken', 'manchow', 'naan', 'malai tikka', 'kebab', 'oreo', 'special chicken biryani', 'bread', 'chicken 65', 'fish', 'roti', 'sweet corn soup', 'dum biryani', 'gulab jamun', 'crispy chicken', 'special chicken', 'chicken biriyani', 'chicken manchow', 'special veg biryani', 'egg', 'roti.', 'butter roti.', 'veg biryani', 'chicken', 'paneer', 'paneer tikka', 'butter', 'harabhara kebab', 'raita', 'sweet corn', 'butter naan.', 'rice', 'chicken manchow soup', 'chicken curry', 'butter roti', 'naan.', 'boneless chicken 65', 'chicken sweet corn soup', 'anar', 'garlic naan', 'kaju masala', 'non-veg', 'boneless chicken', 'rotis', 'shanmukha special chicken', 'manchow soup', 'chicken dry', 'chai', 'chicken biryan', 'pepper dry', 'chicken sweet corn', 'sweet', 'chicken biryani', 'paneer tikka masala', 'curd', 'hyderabadi biryani', 'mix veg', 'clear soup', 'chicken special biryani', 'rabadi', 'corn soup', 'fish biryani', 'veg', 'egg biryani', 'biriyani rice']",12.9116225,77.6388622,453.0
"No.18, Ramanashree Arcade, Ground Floor, Ashok Nagar Post, MG Road, Bangalore",Chianti,MG Road,"['chicken steak', 'pasta', 'chocolate', 'tea', 'pina colada', 'formaggi pizza', 'lasagna', 'roll', 'spaghetti', 'maggi', 'pizza', 'bread', 'fish', 'tiramisu', 'choco lava', 'cold coffe', 'stuffed chicken', 'salad', 'egg', 'cold coffee', 'chicken', 'chicken roulade', 'make your own', 'rice', 'margherita', 'toast', 'panna cotta', 'lassi', 'cheese', 'latte', 'coffee', 'bruschetta', 'ravioli', 'chai', '4 cheese pizza', 'chicken breast', 'sweet', 'classic', 'cheese pizza', 'mashed potatoes', 'choco', 'prawns', 'chocolate bomb', 'mashed potato', 'veg', 'cheesy', 'mushroom', 'lime', 'bun']",12.9755264,77.6067902,454.0
"TR 9, 4th Floor, Plot 95, EPIP Zone, Near Vaidehi Hospital Circle, Whitefield, Bangalore",Ji Hazoor,Whitefield,"['jamun', 'firni', 'masala papad', 'ice cream', 'roll', 'tea', 'pomogranate', 'oreo', 'fish', 'bread', 'chicken starters', 'roti', 'flash', 'gulab jamun', 'veggies', 'tuna', 'jeera rice', 'egg', 'salad', 'paneer', 'chicken', 'butter', 'tandoori chicken', 'butterscotch ice cream', 'rice', 'tandoori chicken.', 'prawn curry', 'tandoori', 'ida', 'paneer roll', 'veg starter', 'non-veg', 'perfect fit', 'veg starters', 'cool breeze', 'chicken biryan', 'sweet', 'chicken biryani', 'fried rice', 'orange', 'veggie', 'butterscotch', 'veg', 'papad']",12.9696365,77.7497448,455.0
"4th A Cross, Shridi Sai Nagar, Munnekolla, Marathahalli, Bangalore",Happy Kitchen,Marathahalli,"['samosa', 'dal', 'bonda', 'dal fry', 'uttapam', 'tea', 'manchow', 'gobi munchurian', 'puri', 'masala dosa', 'noodles', 'chapati', 'upma dosa', 'pepper chicken', 'roti', 'phulka', 'paneer butter masala', 'chicken biriyani', 'egg', 'dosa', 'paneer', 'chicken', 'butter', 'pickle', 'idli', 'rice', 'chicken curry', 'egg fried rice.', 'chowmein', 'medu vada', 'omelet', 'rawa dosa', 'omelette', 'onion uthapam', 'upma', 'chicken chowmein', 'sev', 'paneer butter', 'manchow soup', 'egg fried rice', 'hulk', 'egg fried', 'irani chai', 'chai', 'butter masala', 'chicken curry and rice', 'sweet', 'aloo bonda', 'rava dosa', 'fried rice', 'egg curry', 'vada', 'thali', 'rabadi', 'poori', 'veg']",12.9552572,77.6984163,456.0
"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",Aramane Donne Biriyani,BTM,"['mutton biryani combo', 'lemon chicken', 'kabab', 'tea', 'khuska', 'chicken kebab', 'kebab', 'lemon juice', 'chicken 65', 'pepper chicken', 'chilly chicken', 'dum biryani', 'chicken dum biryani', 'mutton chops', 'sprite', 'thums up', 'egg', 'legendary', 'chicken lollipop', 'chicken', 'mutton biryani', 'chicken ghee roast', 'chicken fry', 'rice', 'lollipop', 'chicken kabab', 'ghee roast', 'veg starter', 'egg biriyani', 'veg starters', 'mutton gravy', 'chicken biryan', 'chicken biryani', 'biryani combo', 'egg biriyani.', 'rabadi', 'veg', 'egg biryani', 'papad']",12.91127585,77.60456543431182,457.0
"1349, 4th Cross Road, Kilkodungalur, RPC Layout, Vijay Nagar, Bangalore",Bendakaluru Bytes,Vijay Nagar,"['chocolate', 'momos', 'chocolate sandwich', 'ice cream', 'grill', 'roll', 'pav bhaji', 'pav', 'puri', 'cheese sandwich', 'noodles', 'butter fruit milkshake', 'butter fruit', 'fresh juice', 'panner chilli', 'shakes', 'milk', 'butter', 'milkshake', 'rice', 'grilled sandwich', 'gobi manchuri', 'bhaji', 'baby corn fry', 'bhajji', 'cheese', 'veg fried rice', 'baby corn', 'sev', 'sandwich', 'panner fried rice', 'pepper dry', 'fried rice', 'choco', 'fries', 'veg', 'corn fry']",12.96591365,77.61269700388712,458.0
"228, Kempegowada Service Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",MISU,Indiranagar,"['hot and sour soup', 'mustard fish', 'momos', 'chicken hot and sour soup', 'ice cream', 'tea', 'roll', 'garlic chicken curry', 'cake with ice cream', 'grill', 'steamed rice', 'chicken rice', 'garlic chicken', 'noodles', 'chicken wonton', 'hot and sour', 'dates', 'mango', 'fish', 'teriyaki prawns', 'rainbow cake', 'iced tea', 'cheesecake', 'the rainbow', 'sticky rice', 'tuna', 'chicken bao', 'salad', 'chicken', 'milk', 'rice', 'spirit', 'chicken curry', 'lassi', 'cheese', 'cake', 'nasi goreng', 'dumpling', 'sandwich', 'lemongrass iced tea', 'mushroom', 'rainbow', 'lemongrass', 'chai', 'mayo', 'sweet', 'classic', 'wonton', 'chicken wontons', 'fried rice', 'rose gold', 'chicken wings', 'prawns', 'chicken hot and sour', 'coconut milk', 'veg', 'chicken hot', 'wasabi', 'lime', 'dumplings chicken', 'fried vegetables']",12.9732913,77.6404672,459.0
"1/5, Muniswamy Garden, Richmond Road, Bangalore",Hotel Tom's Restaurant,Richmond Road,"['squid fry', 'roasted', 'dal', 'chicken sukkha', 'chicken roast', 'green salad', 'beef chilly', 'cheese cake', 'fish', 'bangada curry', 'pepper fry', 'roti', 'paneer butter masala', 'green salad.', 'tuna', 'mutton ghee', 'special chicken', 'salad', 'dosa', 'paneer', 'fish fry', 'chicken', 'chicken ghee roast', 'sanna', 'butter', 'bangada', 'rice', 'special mutton curry', 'prawn curry', 'sannas', 'chicken curry', 'pork baffat', 'ida', 'pork vindaloo', 'cheese', 'lassi', 'cake', 'fish curry', 'ghee roast', 'special chicken curry', 'squid ghee roast', 'beef sukka', 'paneer butter', 'appam', 'chai', 'butter masala', 'sweet', 'classic', 'paratha', 'bangada fish', 'mutton curry', 'prawns', 'prawns biryani', 'bangada masala', 'creme brulee', 'neer dosa', 'bangada fish fry', 'veg', 'mutton ghee roast', 'bun']",12.965297,77.600367,460.0
"31, 2nd Floor, 5th Main, Shantiniketan Layout, SGR College Road, Munnekolala, Marathahalli, Bangalore",Mum?s Kitchen,Marathahalli,"['rajma chawal', 'kulcha', 'dal', 'baigan ka bharta', 'mixed veg', 'roll', 'chole bhature', 'baigan bharta', 'chhole bhature', 'aloo fry', 'bharta', 'roti', 'aloo gobhi', 'aloo jeera', 'tomato chutney', 'egg', 'paneer gravy', 'paneer', 'pyaz paratha', 'rice', 'dal khichadi', 'capsicum', 'sambhar', 'chole', 'rajma', 'aloo paratha', 'bhurji', 'rotis', 'khichdi', 'chole kulcha', 'bhindi', 'aloo kulcha', 'hulk', 'bhature', 'khichadi', 'paratha', 'paneer kulcha', 'fried rice', 'veggie', 'aloo pyaz paratha', 'mix veg', 'veg', 'aloo pyaz', 'matar paneer']",12.9552572,77.6984163,461.0
"9/3, Prestige Pearl House, Museum Road, Church Street, Bangalore",Little Green Cafe,Church Street,"['chocolate', 'pav', 'smoothie', 'bread', 'cheesecake', 'paneer', 'lotus', 'assorted veg', 'peanut', 'ida', 'cheese', 'cake', 'coffee', 'tofu', 'bruschetta', 'scrambled egg', 'blueberry cheese cake', 'avocado', 'khichadi', 'eggs', 'savoury waffle', 'black coffee', 'oreo cheese cake', 'veg', 'lime', 'ratatouille', 'grill', 'pita bread', 'cottage cheese', 'spaghetti', 'noodles', 'cheese cake', 'blueberry', 'veggies', 'salad', 'egg', 'cold coffee', 'banana', 'milk', 'mushroom cappuccino soup', 'bhaji', 'capsicum', 'toast', 'scram', 'latte', 'sabudana', 'sandwich', 'waffles', 'quinoa', 'curd', 'sabudana khichdi', 'choco', 'mushroom soup', 'coconut milk', 'three star', 'hummus', 'pasta', 'seu', 'peanut butter', 'veg keema', 'smoothies', 'oreo', 'keema', 'milkshake', 'rice', 'sabudana khichadi', 'exotic veggie', 'cottage cheese steak', 'pav bhaji fondue', 'waffle', 'papaya salad', 'caramel tart', 'omelet', 'iced coffee', 'khichdi', 'cheese steak', 'sweet', 'mezze platter', 'orange', 'papaya', 'scrambled eggs', 'tea', 'pav bhaji', 'coffee lover', 'just chill', 'cappuccino', 'orange juice', 'red rice', 'cold coffe', 'watermelon', 'combo breakfast', 'omlette', 'butter', 'carrot', 'paneer steak', 'banana peanut butter smoothie', 'omelette', 'peanut butter smoothie', 'assorted veggies', 'blueberry cheese', 'veggie', 'mix veg', 'ice tea', 'thai red curry', 'mushroom']",12.9756341,77.6023434,462.0
"253, Green Glen Layout, Bellandur, Bangalore",Maia - Eat | Bake | Mom,Bellandur,"['chocolate', 'baingan bharta', 'plain butter', 'kabab', 'mixed veg', 'cream of mushroom', 'pav', 'smoothie', 'maggi', 'bread', 'bharta', 'veg seekh kebab', 'thai curry', 'cheesecake', 'mushroom do pyaza', 'paneer', 'hara bhara kebab', 'veg curry', 'pasta in arrabbiata sauce', 'bhajji', 'cheese', 'cake', 'coffee', 'cookie', 'pesto', 'avocado', 'vada pav', 'thumbs up', 'panner tikka', 'vada', 'cupcake', 'veg', 'special kabab', 'lime', 'matar paneer', 'samosa', 'roasted pumpkin soup', 'dal', 'plain buttermilk', 'pita bread', 'cream of mushroom soup', 'salted caramel', 'puri', 'pakoda', 'noodles', 'brownie', 'veggies', 'tandoori gobi', 'mushroom kabab', 'salad', 'egg', 'cold coffee', 'buns', 'milk', 'toast', 'latte', 'rose juice', 'sev', 'sandwich', 'garlic bread', 'choco', 'mushroom soup', 'coconut milk', 'paneer makhani', 'hummus', 'kulcha', 'pasta', 'chapati', 'pizza', 'pesto sauce pasta', 'white sauce pasta', 'matar paneer masala', 'buttermilk', 'exotic veggie', 'rice', 'tandoori', 'do pyaza', 'pesto pasta', 'khichdi', 'pakoda platter', 'cold beverage', 'sweet', 'mixed veg curry', 'club sandwich', 'coriander soup', 'orange', 'beetroot salad', 'bun', 'tandoori platter', 'apple pie', 'roasted', 'tea', 'kebab', 'jasmine rice', 'masala tea', 'veg seekh', 'thepla', 'cold coffe', 'avocado toast', 'apple', 'watermelon', 'paneer masala', 'butter', 'cold beverages', 'serenity', 'mocha', 'paneer butter', 'falafel', 'veggie', 'popcorn', 'ice tea', 'donut', 'roasted vegetables', 'mushroom', 'papad']",12.93103185,77.6782471,463.0
"The Chancery Pavilion, 135, Residency Road, Bangalore",Alchemy - The Chancery Pavilion,Residency Road,"['samosa', 'roasted', 'spring roll', 'kabab', 'roll', 'chicken kebab', 'pav', 'kebab', 'cheese kofta', 'cheese cake', 'fish', 'bread', 'fish fillet', 'papdi chat', 'cheesecake', 'smoked chicken', 'assorted bread basket', 'paneer', 'almond', 'chicken', 'sunset', 'smokey', 'butter', 'rice', 'lassi', 'cheese', 'cake', 'supreme', 'chicken kabab', 'spicy shrimp', 'papdi', 'mysore pak', 'bread basket', 'chicken shorba', 'nachos', 'sausage', 'chilli kebab', 'sweet', 'date night', 'chicken tikka', 'papdi chaat', 'prawns', 'fries', 'veg', 'bun']",13.0530002,77.6204833,464.0
"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",1947,Jayanagar,"['pasta', 'kabab', 'ice cream', 'tea', 'veg kolapuri', 'naan', 'puri', 'hot and sour', 'noodles', 'bread', 'brownie', 'roti', 'bombay', 'apple', 'egg', 'paneer', 'roti.', 'veg biryani', 'seekh kabab', 'raita', 'rice', 'veg', 'ida', 'rabri', 'chole', 'rajma', 'garlic naan', 'rotis', 'paan', 'kulfi', 'chai', 'halwa', 'sizzling brownie', 'sweet', 'fried rice', 'chilli mushroom fried rice', 'chilli mushroom', 'ice tea', 'fries', 'masala papad', 'mushroom', 'papad', 'bun', 'mushroom fried rice']",12.9292731,77.5824229,465.0
"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",Magic Meals,Jayanagar,"['kabab', 'ice cream', 'roll', 'kebab', 'fish', 'mango', 'apple', 'shakes', 'egg', 'chicken', 'fish meals', 'milk', 'fish meal', 'milkshake', 'rice', 'coconut ice cream', 'kheema', 'soda', 'cheese', 'mango shake', 'jackfruit thick shake', 'sev', 'sandwich', 'cheese fries', 'tender coconut ice cream', 'burger', 'mayo', 'tender coconut', 'egg roll', 'birthday treat', 'jackfruit ice cream', 'fries', 'jackfruit']",,,466.0
"1461, Near 14th Cross, Above MedPlus, Ananth Nagar, Phase 2, Electronic City, Bangalore",This Cafe Has No Name Cafe,Electronic City,"['roll', 'tea', 'garlic chicken', 'noodles', 'oreo', 'chicken roll', 'chilli chicken', 'fresh juice', 'shakes', 'chicken', 'milk', 'chicken rolls', 'garlic chicken.', 'rice', 'oreo milk shakes', 'lassi', 'oreo milk shake', 'coffee', 'baby corn', 'sandwich', 'burger', 'milk shakes', 'bun']",12.8487599,77.64825295827616,467.0
"2802, 27th Main Road, Sector 1, HSR, Bangalore",Broadway - The Gourmet Theatre,HSR,"['chocolate', 'salads', 'fried fish', 'bread', 'chicken starters', 'roti', 'choco lava', 'cheesecake', 'paneer', 'chicken', 'lotus', 'chicken fry', 'peanut', 'ida', 'cheese', 'cake', 'manchow soup', 'california maki', 'burger', 'chicken biryan', 'cheese garlic bread', 'paratha', 'creme brulee', 'fish kebab', 'veg', 'fried chicken', 'bamboo biriyani', 'charcoal', 'chicken kebab', 'noodles', 'boneless fish 65', 'tiramisu', 'choco lava cake', 'crab', 'salad', 'kiwi', 'raita', 'bamboo chicken', 'tawa chicken', 'latte', 'tandoori roti', 'sev', 'garlic bread', 'chicken tikka', 'ebi tempura', 'choco', 'prawns', 'kadak roti', 'kabuli naan', 'peanut masala', 'roll', 'manchow', 'fish', 'cocktail', 'stuffed mushroom', 'chicken tangadi kebab', 'rice', 'tandoori', 'lava cake', 'boneless fish', 'lassi', 'tandoori prawns.', 'sweet', 'tandoori prawns', 'laccha paratha', 'tea', 'kebab', 'naan', 'red rice', 'tangadi kebab', 'chicken biriyani', 'watermelon', 'paneer tikka', 'butter', 'pickle', 'fish 65', 'dumpling', 'kiwi shake', 'cock', 'chicken biryani', 'chicken charcoal', 'tuna', 'mushroom']",12.9116225,77.6388622,468.0
"195, Double Road, Indiranagar, Bangalore",Nagarjuna,Indiranagar,"['andhra chicken biryani', 'andhra chicken', 'dal', 'tea', 'veg thali', 'chicken roast', 'kebab', 'puri', 'pepper fry', 'spicy chicken', 'veg meals', 'chilli chicken', 'chicken', 'banana', 'raita', 'chicken fry', 'rice', 'veg meal', 'papad', 'sambhar', 'ghee rice', 'soda', 'mutton pepper fry', 'latte', 'lemon soda', 'supreme', 'rasam', 'hangover cure', 'veg starter', 'veg starters', 'fresh lime', 'thumbs up', 'chicken dry', 'pappu', 'mutton pepper', 'chai', 'chicken biryan', 'chicken biryani', 'chicken chilli', 'hangover', 'thali', 'veg', 'lime']",12.9732913,77.6404672,469.0
"15, Convent Road, Off Residency Road, Residency Road, Bangalore",Green Theory,Residency Road,"['veg au gratin', 'pasta', 'cream soup', 'potato wedges', 'tea', 'puri', 'tabouleh', 'pizza', 'bhel', 'bread', 'brownie', 'veg sizzler', 'wedges', 'farmhouse', 'cheesecake', 'salad', 'mushroom cream soup', 'paneer', 'lotus', 'pull apart garlic bread', 'stuffed mushroom', 'rice', 'peanut', 'ida', 'soda', 'latte', 'lemon soda', 'brownie shake', 'papaya salad', 'cheese', 'cake', 'pesto pasta', 'brownies', 'pesto', 'sandwich', 'mushroom', 'falafel', 'garlic bread', 'chai', 'fried rice', 'mezze platter', 'cupcake', 'mushroom soup', 'fries', 'papaya', 'stuffed mushroom crunchy', 'veg', 'corn sandwich', 'farmhouse pizza', 'hummus']",13.0530002,77.6204833,470.0
"56, 1st A Main Road, 80 Feet Road, Koramangala 7th Block, Bangalore",Gundappa Donne Biryani,Koramangala 7th Block,"['kabab', 'biryani rice', 'guntur chicken', 'chicken kebab', 'kebab', 'drumstick', 'chicken starters', 'pepper chicken', 'keema', 'special drumstick', 'chilli chicken', 'mutton chops', 'chicken biriyani', 'buttermilk', 'mutton biryani', 'chicken', 'paya soup', 'milk', 'butter', 'rice', 'pop chicken', 'mutton keema vada', 'lollipop chicken', 'lollipop', 'chai', 'chicken biryan', 'sweet', 'chicken combo', 'chicken biryani', 'special mutton keema', 'vada', 'thali', 'mutton keema', 'rabadi', 'veg']",12.9364846,77.6134783,471.0
"8, 16th Main, 5th Cross, 2nd Stage, BTM, Bangalore",Desi Urbane,BTM,"['kulcha', 'naan', 'roti', 'dum biryani', 'matar mushroom masala', 'chicken makhani', 'veggies', 'chicken fried rice', 'lachcha paratha', 'egg', 'roti.', 'matar mushroom', 'chicken', 'butter', 'raita', 'rice', 'tandoori', 'tandoori roti', 'butter chicken', 'veg fried rice', 'chicken biryan', 'chicken biryani', 'paratha', 'fried rice', 'veggie', 'veg', 'mushroom', 'mushroom masala']",12.91127585,77.60456543431182,472.0
"Prestige Shantiniketan, B Towers, Food Court, Whitefield, Bangalore",Sbarro,Whitefield,"['non veg combo', 'pasta', 'barbeque chicken', 'mushroom magic pizza', 'roll', 'double cheese', 'arrabiata sauce', 'tea', 'mushroom pizza', 'chicken supreme', 'fresh salad', 'pepperoni', 'bbq chicken pizza', 'pizza', 'veggie supreme', 'garlic breadsticks', 'bread', 'brownie', 'garden fresh salad', 'chicken pizza', 'chicken pepper', 'veggie supreme pizza', 'veggie delight pizza', 'corn and spinach pizza', 'chicken kheema', 'veggie pizza', 'supreme pizza', 'chicken pepperoni pizza', 'pizza combo', 'corn and spinach', 'veg combo', 'egg', 'pepperoni pizza', 'salad', 'chicken', 'ragu sauce pasta', 'chicken supreme pizza', 'pork pepper', 'rice', 'kheema', 'cheese', 'lassi', 'mini pizza', 'supreme', 'cheesy dip', 'garlic bread', 'chicken pepperoni', 'chai', 'om pizza', 'classic', 'cheese pizza', 'garlic bread with cheese', 'bbq chicken', 'veg supreme', 'chicken tikka', 'veggie', 'chicken tikka pizza', 'double cheese pizza', 'jalapeno dip', 'veg', 'cheesy', 'soft drinks', 'mushroom']",12.9696365,77.7497448,473.0
"13, Captain Munshi Layout, Kammanahalli, Bangalore",Giselle Resto Cafe,Kammanahalli,"['chocolate', 'bread', 'shakes', 'paneer', 'chicken', 'peanut', 'ida', 'bacon', 'cheese', 'fresh lime soda', 'cake', 'lime soda', 'bruschetta', 'pesto', 'sausage', 'cherry', 'burger', 'eggs', 'chocolate waffle', 'cupcake', 'veg', 'lime', 'sausages', 'potato wedges', 'carbonara pasta', 'pita bread', 'monkey business', 'brushetta', 'wedges', 'mint mojito', 'crispy chicken wings', 'salad', 'egg', 'banana', 'orange mint mojito', 'milk', 'paneer pasand', 'capsicum', 'toast', 'veg starter', 'strawberry shake', 'sandwich', 'pancake', 'waffles', 'bacon hugs', 'choco', 'prawns', 'hazelnut', 'vanilla ice cream', 'pasta', 'peanut butter', 'carbonara', 'the hulk', 'pizza', 'kitkat', 'veggie pizza', 'milkshake', 'rice', 'soda', 'pesto pasta', 'waffle', 'pancakes', 'berry shake', 'beef steak', 'hash brown', 'peanut butter shake', 'fresh lime', 'hulk', 'hazel', 'sweet', 'lagoon', 'orange', 'crispy chicken wing', 'veg nachos', 'mojito', 'wafer', 'chicken pasta', 'paparazzi', 'tenderloin', 'ice cream', 'strawberry', 'pink lady', 'tea', 'pepperoni', 'dates', 'vanilla', 'chicken pizza', 'crispy chicken', 'watermelon', 'potato fries', 'butter', 'wings of fury', 'chocolate shake', 'nachos', 'veggie', 'arabiata pasta', 'chicken wings', 'fries', 'tuna', 'mushroom', 'chicken steak']",13.0093455,77.6377094,474.0
